                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.16918,                 88.012,                0.09344,                      0,                      0,                      0,                      0,                0.37494,                 88.282,                0.21339,             0.00036158,             0.00036158,             0.00036158
                     25,                 0.0597,                 88.958,                0.03219,                      0,                      0,                      0,                      0,                0.38133,                  87.82,                0.21661,             0.00037632,             0.00037632,             0.00037632
                     26,                  7.102,                 54.428,                 3.9489,                      0,                      0,                      0,                      0,                0.38133,                  87.82,                0.21661,             0.00039096,             0.00039096,             0.00039096
                     27,                 6.2938,                 89.734,                 3.4005,                      0,                      0,                      0,                      0,                 0.3902,                 86.931,                0.22107,             0.00040553,             0.00040553,             0.00040553
                     28,                 4.0052,                 85.906,                 2.0928,                      0,                      0,                      0,                      0,                 0.3902,                 86.931,                0.22107,             0.00042001,             0.00042001,             0.00042001
                     29,                 7.0142,                  88.57,                 3.7161,                      0,                      0,                      0,                      0,                0.40342,                 85.547,                0.22771,             0.00043441,             0.00043441,             0.00043441
                     30,                 2.9874,                 84.158,                 1.5389,                      0,                      0,                      0,                      0,                0.40342,                 85.547,                0.22771,             0.00044873,             0.00044873,             0.00044873
                     31,                 7.1707,                 84.249,                  3.859,                      0,                      0,                      0,                      0,                0.42191,                 83.872,                0.23695,             0.00046297,             0.00046297,             0.00046297
                     32,                0.17559,                 81.098,                0.08663,                      0,                      0,                      0,                      0,                0.42191,                 83.872,                0.23695,             0.00047712,             0.00047712,             0.00047712
                     33,                 6.9261,                   35.2,                 3.6513,                      0,                      0,                      0,                      0,                0.45072,                 82.117,                0.25126,             0.00049119,             0.00049119,             0.00049119
                     34,                 1.7811,                 81.072,                0.87521,                      0,                      0,                      0,                      0,                0.45072,                 82.117,                0.25126,             0.00050518,             0.00050518,             0.00050518
                     35,                 7.1396,                 64.117,                 3.4612,                      0,                      0,                      0,                      0,                 0.4942,                 79.898,                0.27269,             0.00051909,             0.00051909,             0.00051909
                     36,                 6.9673,                 29.873,                 3.3667,                      0,                      0,                      0,                      0,                 0.4942,                 79.898,                0.27269,             0.00053291,             0.00053291,             0.00053291
                     37,                 7.0596,                 35.893,                 3.3821,                      0,                      0,                      0,                      0,                0.56944,                 77.414,                0.30952,             0.00054665,             0.00054665,             0.00054665
                     38,                 7.1332,                 17.398,                 3.4275,                      0,                      0,                      0,                      0,                0.56944,                 77.414,                0.30952,             0.00056031,             0.00056031,             0.00056031
                     39,                 7.0986,                 55.471,                 3.8678,                      0,                      0,                      0,                      0,                0.67048,                 74.908,                0.35835,             0.00057388,             0.00057388,             0.00057388
                     40,                 7.0752,                 55.129,                 3.3714,                      0,                      0,                      0,                      0,                0.67048,                 74.908,                0.35835,             0.00058738,             0.00058738,             0.00058738
                     41,                0.43333,                 77.068,                0.21832,                      0,                      0,                      0,                      0,                0.81444,                 71.838,                0.42687,             0.00060079,             0.00060079,             0.00060079
                     42,                 6.9501,                 52.866,                 3.1956,                      0,                      0,                      0,                      0,                0.81444,                 71.838,                0.42687,             0.00061411,             0.00061411,             0.00061411
                     43,                 7.0363,                 28.559,                 3.2098,                      0,                      0,                      0,                      0,                0.99918,                 69.197,                0.51342,             0.00062736,             0.00062736,             0.00062736
                     44,                 6.6951,                 11.484,                 3.1462,                      0,                      0,                      0,                      0,                0.99918,                 69.197,                0.51342,             0.00064052,             0.00064052,             0.00064052
                     45,                 6.8718,                 16.262,                 3.0674,                      0,                      0,                      0,                      0,                 1.1939,                 66.613,                0.60395,              0.0006536,              0.0006536,              0.0006536
                     46,                 6.8172,                  21.63,                 3.0064,                      0,                      0,                      0,                      0,                 1.1939,                 66.613,                0.60395,              0.0006666,              0.0006666,              0.0006666
                     47,                 6.9558,                 22.028,                      3,                      0,                      0,                      0,                      0,                 1.4191,                 63.836,                0.70739,             0.00067952,             0.00067952,             0.00067952
                     48,                 6.8274,                 19.306,                 2.8083,                      0,                      0,                      0,                      0,                 1.4191,                 63.836,                0.70739,             0.00069235,             0.00069235,             0.00069235
                     49,                 5.4765,                 7.3153,                 2.5073,                      0,                      0,                      0,                      0,                 1.7168,                 63.412,                0.84267,              0.0007051,              0.0007051,              0.0007051
                     50,                 6.4362,                 14.346,                 2.7599,                      0,                      0,                      0,                      0,                 1.7168,                 63.412,                0.84267,             0.00071777,             0.00071777,             0.00071777
                     51,                 5.2598,                 6.2641,                 2.5429,                      0,                      0,                      0,                      0,                 1.1102,                 62.075,                 0.5648,             0.00073035,             0.00073035,             0.00073035
                     52,                 5.7231,                 6.9096,                  2.525,                      0,                      0,                      0,                      0,                 1.1102,                 62.075,                 0.5648,             0.00074286,             0.00074286,             0.00074286
                     53,                 5.5395,                 6.2149,                 2.3709,                      0,                      0,                      0,                      0,                 1.1102,                 62.075,                 0.5648,             0.00075528,             0.00075528,             0.00075528
                     54,                 5.8978,                 10.414,                 2.8349,                      0,                      0,                      0,                      0,                  1.007,                 62.558,                 0.5176,             0.00076762,             0.00076762,             0.00076762
                     55,                 3.9524,                 5.9849,                  2.393,                      0,                      0,                      0,                      0,                  1.007,                 62.558,                 0.5176,             0.00077987,             0.00077987,             0.00077987
                     56,                 4.9198,                 5.5415,                 2.3904,                      0,                      0,                      0,                      0,                  1.007,                 62.558,                 0.5176,             0.00079204,             0.00079204,             0.00079204
                     57,                 5.5205,                 7.5643,                 2.6771,                      0,                      0,                      0,                      0,                0.85212,                 63.032,                0.44563,             0.00080413,             0.00080413,             0.00080413
                     58,                 5.2826,                  6.857,                 2.1091,                      0,                      0,                      0,                      0,                0.85212,                 63.032,                0.44563,             0.00081614,             0.00081614,             0.00081614
                     59,                 4.9193,                 6.4453,                 2.4999,                      0,                      0,                      0,                      0,                0.85212,                 63.032,                0.44563,             0.00082807,             0.00082807,             0.00082807
                     60,                 4.4298,                 5.0716,                 2.2969,                      0,                      0,                      0,                      0,                0.89954,                  64.58,                0.46959,             0.00083991,             0.00083991,             0.00083991
                     61,                 6.2996,                  8.009,                 2.4198,                      0,                      0,                      0,                      0,                0.89954,                  64.58,                0.46959,             0.00085167,             0.00085167,             0.00085167
                     62,                 5.2232,                 6.3996,                 2.2929,                      0,                      0,                      0,                      0,                0.89954,                  64.58,                0.46959,             0.00086335,             0.00086335,             0.00086335
                     63,                 5.3312,                 5.4239,                 2.2373,                      0,                      0,                      0,                      0,                0.68763,                  63.52,                0.36833,             0.00087494,             0.00087494,             0.00087494
                     64,                  4.283,                  5.032,                 1.9658,                      0,                      0,                      0,                      0,                0.68763,                  63.52,                0.36833,             0.00088646,             0.00088646,             0.00088646
                     65,                 5.0253,                 5.2517,                 2.2697,                      0,                      0,                      0,                      0,                0.68763,                  63.52,                0.36833,             0.00089789,             0.00089789,             0.00089789
                     66,                 4.3571,                 4.2481,                 2.0856,                      0,                      0,                      0,                      0,                0.29526,                 58.033,                0.17056,             0.00090923,             0.00090923,             0.00090923
                     67,                 5.0345,                 5.0946,                 2.0863,                      0,                      0,                      0,                      0,                0.29526,                 58.033,                0.17056,              0.0009205,              0.0009205,              0.0009205
                     68,                 4.5042,                 4.2783,                 1.9622,                      0,                      0,                      0,                      0,                0.29526,                 58.033,                0.17056,             0.00093168,             0.00093168,             0.00093168
                     69,                 4.3617,                 4.2941,                 1.9544,                      0,                      0,                      0,                      0,                0.15571,                 54.195,                0.09492,             0.00094278,             0.00094278,             0.00094278
                     70,                 4.8196,                 4.3831,                 2.1031,                      0,                      0,                      0,                      0,                0.15571,                 54.195,                0.09492,              0.0009538,              0.0009538,              0.0009538
                     71,                 4.8587,                 4.5562,                 2.1139,                      0,                      0,                      0,                      0,                0.15571,                 54.195,                0.09492,             0.00096473,             0.00096473,             0.00096473
                     72,                 5.4437,                 4.8197,                 2.0705,                      0,                      0,                      0,                      0,                0.10712,                 52.803,                0.06745,             0.00097559,             0.00097559,             0.00097559
                     73,                 4.7359,                 4.0374,                 1.8953,                      0,                      0,                      0,                      0,                0.10712,                 52.803,                0.06745,             0.00098636,             0.00098636,             0.00098636
                     74,                 4.7598,                 3.6576,                 1.9281,                      0,                      0,                      0,                      0,                0.10712,                 52.803,                0.06745,             0.00099704,             0.00099704,             0.00099704
                     75,                 4.0949,                 3.7673,                 1.6692,                      0,                      0,                      0,                      0,                0.05878,                 51.446,                0.03937,              0.0010076,              0.0010076,              0.0010076
                     76,                  4.723,                 3.9161,                 1.9721,                      0,                      0,                      0,                      0,                0.05878,                 51.446,                0.03937,              0.0010182,              0.0010182,              0.0010182
                     77,                 4.4041,                 3.7994,                 1.9097,                      0,                      0,                      0,                      0,                0.05878,                 51.446,                0.03937,              0.0010286,              0.0010286,              0.0010286
                     78,                 4.2969,                 3.7173,                 1.9792,                      0,                      0,                      0,                      0,                0.03981,                 50.398,                0.02791,               0.001039,               0.001039,               0.001039
                     79,                 4.7716,                 3.8101,                 2.0851,                      0,                      0,                      0,                      0,                0.03981,                 50.398,                0.02791,              0.0010492,              0.0010492,              0.0010492
                     80,                 4.2778,                 3.5048,                 1.9139,                      0,                      0,                      0,                      0,                0.03981,                 50.398,                0.02791,              0.0010594,              0.0010594,              0.0010594
                     81,                 5.9112,                 4.9111,                 2.4322,                      0,                      0,                      0,                      0,                0.02866,                 49.032,                0.02091,              0.0010695,              0.0010695,              0.0010695
                     82,                 4.8657,                  3.439,                 1.8191,                      0,                      0,                      0,                      0,                0.02866,                 49.032,                0.02091,              0.0010796,              0.0010796,              0.0010796
                     83,                 4.5922,                 3.1943,                 1.7766,                      0,                      0,                      0,                      0,                0.02866,                 49.032,                0.02091,              0.0010895,              0.0010895,              0.0010895
                     84,                 4.5668,                 3.5189,                 1.9624,                      0,                      0,                      0,                      0,                0.07393,                 49.137,                0.04734,              0.0010994,              0.0010994,              0.0010994
                     85,                   4.26,                 3.2831,                 1.4931,                      0,                      0,                      0,                      0,                0.07393,                 49.137,                0.04734,              0.0011092,              0.0011092,              0.0011092
                     86,                 4.1714,                 3.0607,                 1.7589,                      0,                      0,                      0,                      0,                0.07393,                 49.137,                0.04734,              0.0011189,              0.0011189,              0.0011189
                     87,                 4.0727,                 2.9638,                 1.6943,                      0,                      0,                      0,                      0,                0.07393,                 49.137,                0.04734,              0.0011285,              0.0011285,              0.0011285
                     88,                 4.6972,                 3.4994,                 1.7584,                      0,                      0,                      0,                      0,                0.49043,                 51.688,                 0.2618,               0.001138,               0.001138,               0.001138
                     89,                 3.9214,                 2.8865,                 1.4448,                      0,                      0,                      0,                      0,                0.49043,                 51.688,                 0.2618,              0.0011475,              0.0011475,              0.0011475
                     90,                 4.4729,                 3.1432,                 1.4284,                      0,                      0,                      0,                      0,                0.49043,                 51.688,                 0.2618,              0.0011568,              0.0011568,              0.0011568
                     91,                 4.7903,                 3.1431,                 1.8257,                      0,                      0,                      0,                      0,                0.49043,                 51.688,                 0.2618,              0.0011661,              0.0011661,              0.0011661
                     92,                 4.1247,                 3.0777,                 1.6017,                      0,                      0,                      0,                      0,                 1.5222,                 53.031,                0.73886,              0.0011753,              0.0011753,              0.0011753
                     93,                 4.0252,                 2.7083,                 1.5556,                      0,                      0,                      0,                      0,                 1.5222,                 53.031,                0.73886,              0.0011844,              0.0011844,              0.0011844
                     94,                 4.1509,                 2.8601,                 1.4917,                      0,                      0,                      0,                      0,                 1.5222,                 53.031,                0.73886,              0.0011935,              0.0011935,              0.0011935
                     95,                 4.6037,                 2.9804,                 1.5673,                      0,                      0,                      0,                      0,                 1.5222,                 53.031,                0.73886,              0.0012024,              0.0012024,              0.0012024
                     96,                 3.9379,                 3.0742,                 1.5479,                      0,                      0,                      0,                      0,                0.61722,                 49.112,                0.31515,              0.0012113,              0.0012113,              0.0012113
                     97,                 3.9787,                 2.8211,                 1.3685,                      0,                      0,                      0,                      0,                0.61722,                 49.112,                0.31515,              0.0012201,              0.0012201,              0.0012201
                     98,                 4.5479,                 3.0225,                 1.5611,                      0,                      0,                      0,                      0,                0.61722,                 49.112,                0.31515,              0.0012288,              0.0012288,              0.0012288
                     99,                 4.6468,                 2.6639,                 1.5573,                      0,                      0,                      0,                      0,                0.61722,                 49.112,                0.31515,              0.0012374,              0.0012374,              0.0012374
                    100,                 4.7932,                 3.0874,                 1.5843,                      0,                      0,                      0,                      0,                0.26291,                 47.623,                0.14089,               0.001246,               0.001246,               0.001246
                    101,                  4.548,                 2.9296,                 1.4686,                      0,                      0,                      0,                      0,                0.26291,                 47.623,                0.14089,              0.0012544,              0.0012544,              0.0012544
                    102,                  4.188,                 2.6457,                 1.4332,                      0,                      0,                      0,                      0,                0.26291,                 47.623,                0.14089,              0.0012503,              0.0012503,              0.0012503
                    103,                 4.0094,                 2.6443,                 1.4103,                      0,                      0,                      0,                      0,                0.26291,                 47.623,                0.14089,              0.0012462,              0.0012462,              0.0012462
                    104,                 4.4182,                 3.0275,                 1.5885,                      0,                      0,                      0,                      0,                 6.3842,                 24.529,                 2.1575,               0.001242,               0.001242,               0.001242
                    105,                 4.0717,                 2.5654,                 1.3658,                      0,                      0,                      0,                      0,                 6.3842,                 24.529,                 2.1575,              0.0012379,              0.0012379,              0.0012379
                    106,                 3.9107,                 2.5737,                 1.3991,                      0,                      0,                      0,                      0,                 6.3842,                 24.529,                 2.1575,              0.0012338,              0.0012338,              0.0012338
                    107,                  3.966,                 2.5813,                 1.2957,                      0,                      0,                      0,                      0,                 6.3842,                 24.529,                 2.1575,              0.0012297,              0.0012297,              0.0012297
                    108,                 4.0616,                 2.8101,                 1.7084,                0.01001,                0.03112,                0.01287,                0.00348,                 3.6404,                 4.2138,                 1.3738,              0.0012255,              0.0012255,              0.0012255
                    109,                  4.071,                 2.6743,                 1.3822,                0.01001,                0.03112,                0.01287,                0.00348,                 3.6404,                 4.2138,                 1.3738,              0.0012214,              0.0012214,              0.0012214
                    110,                 4.2044,                 2.6074,                 1.3814,                0.01001,                0.03112,                0.01287,                0.00348,                 3.6404,                 4.2138,                 1.3738,              0.0012173,              0.0012173,              0.0012173
                    111,                 4.2539,                 2.6158,                 1.3638,                0.01001,                0.03112,                0.01287,                0.00348,                 3.6404,                 4.2138,                 1.3738,              0.0012132,              0.0012132,              0.0012132
                    112,                 4.3516,                 2.5473,                 1.3589,                0.11748,                0.02811,                0.01826,                0.00405,                 3.9705,                 3.1918,                 1.4104,               0.001209,               0.001209,               0.001209
                    113,                  4.454,                 2.6801,                  1.333,                0.11748,                0.02811,                0.01826,                0.00405,                 3.9705,                 3.1918,                 1.4104,              0.0012049,              0.0012049,              0.0012049
                    114,                 3.9579,                 2.5245,                  1.401,                0.11748,                0.02811,                0.01826,                0.00405,                 3.9705,                 3.1918,                 1.4104,              0.0012008,              0.0012008,              0.0012008
                    115,                 4.0681,                 2.6566,                 1.4852,                0.11748,                0.02811,                0.01826,                0.00405,                 3.9705,                 3.1918,                 1.4104,              0.0011967,              0.0011967,              0.0011967
                    116,                 4.2308,                 2.6223,                  1.476,                0.10456,                0.03815,                0.02119,                0.00427,                 4.2716,                  3.166,                 1.3889,              0.0011925,              0.0011925,              0.0011925
                    117,                 4.0002,                 2.5149,                 1.3491,                0.10456,                0.03815,                0.02119,                0.00427,                 4.2716,                  3.166,                 1.3889,              0.0011884,              0.0011884,              0.0011884
                    118,                 4.7838,                 2.3906,                 1.3834,                0.10456,                0.03815,                0.02119,                0.00427,                 4.2716,                  3.166,                 1.3889,              0.0011843,              0.0011843,              0.0011843
                    119,                 4.2397,                 2.5136,                  1.437,                0.10456,                0.03815,                0.02119,                0.00427,                 4.2716,                  3.166,                 1.3889,              0.0011802,              0.0011802,              0.0011802
                    120,                 4.4769,                 2.4967,                 1.4709,                0.02861,                0.08161,                 0.0175,                 0.0039,                 4.2523,                 3.6522,                 1.3324,               0.001176,               0.001176,               0.001176
                    121,                 3.9512,                 2.3468,                 1.2638,                0.02861,                0.08161,                 0.0175,                 0.0039,                 4.2523,                 3.6522,                 1.3324,              0.0011719,              0.0011719,              0.0011719
                    122,                 3.9893,                 2.2602,                 1.2379,                0.02861,                0.08161,                 0.0175,                 0.0039,                 4.2523,                 3.6522,                 1.3324,              0.0011678,              0.0011678,              0.0011678
                    123,                 4.3049,                  2.473,                 1.3989,                0.02861,                0.08161,                 0.0175,                 0.0039,                 4.2523,                 3.6522,                 1.3324,              0.0011636,              0.0011636,              0.0011636
                    124,                 4.1692,                 2.4114,                 1.3631,                  0.031,                0.10857,                0.01636,                0.00397,                 4.1405,                 3.9203,                 1.2958,              0.0011595,              0.0011595,              0.0011595
                    125,                 4.3865,                 2.8153,                 1.3121,                  0.031,                0.10857,                0.01636,                0.00397,                 4.1405,                 3.9203,                 1.2958,              0.0011554,              0.0011554,              0.0011554
                    126,                 4.0137,                 2.4146,                 1.3252,                  0.031,                0.10857,                0.01636,                0.00397,                 4.1405,                 3.9203,                 1.2958,              0.0011513,              0.0011513,              0.0011513
                    127,                 4.0727,                 2.4834,                 1.3301,                  0.031,                0.10857,                0.01636,                0.00397,                 4.1405,                 3.9203,                 1.2958,              0.0011471,              0.0011471,              0.0011471
                    128,                 4.3785,                 2.3521,                 1.2425,                0.03298,                0.11308,                 0.0188,                0.00483,                 4.1265,                 3.3839,                 1.3159,               0.001143,               0.001143,               0.001143
                    129,                 3.9886,                 2.4729,                 1.5344,                0.03298,                0.11308,                 0.0188,                0.00483,                 4.1265,                 3.3839,                 1.3159,              0.0011389,              0.0011389,              0.0011389
                    130,                 4.1663,                 2.4953,                 1.4421,                0.03298,                0.11308,                 0.0188,                0.00483,                 4.1265,                 3.3839,                 1.3159,              0.0011348,              0.0011348,              0.0011348
                    131,                 4.1089,                 2.3072,                 1.2614,                0.03298,                0.11308,                 0.0188,                0.00483,                 4.1265,                 3.3839,                 1.3159,              0.0011306,              0.0011306,              0.0011306
                    132,                 4.1576,                 2.3486,                 1.3167,                0.04143,                0.16809,                0.02274,                0.00537,                 4.0089,                 3.5734,                 1.3039,              0.0011265,              0.0011265,              0.0011265
                    133,                 3.8893,                 2.2888,                 1.3268,                0.04143,                0.16809,                0.02274,                0.00537,                 4.0089,                 3.5734,                 1.3039,              0.0011224,              0.0011224,              0.0011224
                    134,                 3.9822,                 2.3706,                 1.3519,                0.04143,                0.16809,                0.02274,                0.00537,                 4.0089,                 3.5734,                 1.3039,              0.0011183,              0.0011183,              0.0011183
                    135,                 4.0081,                 2.3409,                 1.3421,                0.04143,                0.16809,                0.02274,                0.00537,                 4.0089,                 3.5734,                 1.3039,              0.0011141,              0.0011141,              0.0011141
                    136,                 3.9114,                 2.3861,                 1.3403,                0.03839,                0.16665,                 0.0236,                0.00598,                 3.9259,                 4.5685,                 1.2684,                0.00111,                0.00111,                0.00111
                    137,                 3.9268,                 2.3751,                 1.2541,                0.03839,                0.16665,                 0.0236,                0.00598,                 3.9259,                 4.5685,                 1.2684,              0.0011059,              0.0011059,              0.0011059
                    138,                 3.7627,                 2.1942,                 1.2521,                0.03839,                0.16665,                 0.0236,                0.00598,                 3.9259,                 4.5685,                 1.2684,              0.0011018,              0.0011018,              0.0011018
                    139,                 4.0641,                 2.3594,                  1.241,                0.03839,                0.16665,                 0.0236,                0.00598,                 3.9259,                 4.5685,                 1.2684,              0.0010976,              0.0010976,              0.0010976
                    140,                 4.2203,                 2.3472,                 1.2055,                0.04603,                0.13309,                0.02741,                0.00674,                 3.9306,                 5.4113,                 1.2365,              0.0010935,              0.0010935,              0.0010935
                    141,                 3.7685,                 2.2086,                 1.2874,                0.04603,                0.13309,                0.02741,                0.00674,                 3.9306,                 5.4113,                 1.2365,              0.0010894,              0.0010894,              0.0010894
                    142,                 3.8513,                 2.3577,                 1.1899,                0.04603,                0.13309,                0.02741,                0.00674,                 3.9306,                 5.4113,                 1.2365,              0.0010853,              0.0010853,              0.0010853
                    143,                  4.027,                 2.3161,                 1.2717,                0.04603,                0.13309,                0.02741,                0.00674,                 3.9306,                 5.4113,                 1.2365,              0.0010811,              0.0010811,              0.0010811
                    144,                 3.9708,                 2.2353,                 1.3516,                0.06429,                0.23248,                0.05365,                 0.0127,                 3.7464,                 5.9393,                 1.1913,               0.001077,               0.001077,               0.001077
                    145,                  3.984,                 2.2821,                 1.2627,                0.06429,                0.23248,                0.05365,                 0.0127,                 3.7464,                 5.9393,                 1.1913,              0.0010729,              0.0010729,              0.0010729
                    146,                 3.8373,                  2.196,                 1.1928,                0.06429,                0.23248,                0.05365,                 0.0127,                 3.7464,                 5.9393,                 1.1913,              0.0010688,              0.0010688,              0.0010688
                    147,                 3.9366,                 2.4309,                 1.3352,                0.06429,                0.23248,                0.05365,                 0.0127,                 3.7464,                 5.9393,                 1.1913,              0.0010646,              0.0010646,              0.0010646
                    148,                 3.8738,                 2.1613,                  1.212,                0.07363,                0.30247,                0.07034,                0.01658,                 3.6251,                 5.9419,                 1.1751,              0.0010605,              0.0010605,              0.0010605
                    149,                  3.734,                 2.1978,                 1.2292,                0.07363,                0.30247,                0.07034,                0.01658,                 3.6251,                 5.9419,                 1.1751,              0.0010564,              0.0010564,              0.0010564
                    150,                 3.7868,                 2.2031,                 1.2779,                0.07363,                0.30247,                0.07034,                0.01658,                 3.6251,                 5.9419,                 1.1751,              0.0010523,              0.0010523,              0.0010523
                    151,                 4.1079,                 2.3585,                 1.1889,                0.07363,                0.30247,                0.07034,                0.01658,                 3.6251,                 5.9419,                 1.1751,              0.0010481,              0.0010481,              0.0010481
                    152,                 3.8502,                 2.1305,                 1.2324,                0.07365,                0.29501,                0.07083,                0.01722,                 3.6697,                 5.4836,                 1.1737,               0.001044,               0.001044,               0.001044
                    153,                 3.5986,                 2.0784,                 1.2141,                0.07365,                0.29501,                0.07083,                0.01722,                 3.6697,                 5.4836,                 1.1737,              0.0010399,              0.0010399,              0.0010399
                    154,                 3.9942,                 2.2937,                  1.238,                0.07365,                0.29501,                0.07083,                0.01722,                 3.6697,                 5.4836,                 1.1737,              0.0010357,              0.0010357,              0.0010357
                    155,                 3.7817,                 2.1002,                 1.1695,                0.07365,                0.29501,                0.07083,                0.01722,                 3.6697,                 5.4836,                 1.1737,              0.0010316,              0.0010316,              0.0010316
                    156,                 3.4757,                 2.0053,                 1.2241,                0.09109,                0.27838,                0.08252,                0.02131,                 3.5334,                 5.3574,                  1.146,              0.0010275,              0.0010275,              0.0010275
                    157,                  3.744,                  2.061,                 1.1642,                0.09109,                0.27838,                0.08252,                0.02131,                 3.5334,                 5.3574,                  1.146,              0.0010234,              0.0010234,              0.0010234
                    158,                 3.6191,                 2.1899,                 1.1929,                0.09109,                0.27838,                0.08252,                0.02131,                 3.5334,                 5.3574,                  1.146,              0.0010192,              0.0010192,              0.0010192
                    159,                 3.5818,                 1.9011,                 1.1544,                0.09109,                0.27838,                0.08252,                0.02131,                 3.5334,                 5.3574,                  1.146,              0.0010151,              0.0010151,              0.0010151
                    160,                 3.9604,                 2.1198,                 1.1629,                0.09862,                0.29989,                0.08677,                0.02325,                 3.4168,                 5.0304,                 1.1266,               0.001011,               0.001011,               0.001011
                    161,                 3.6159,                 2.1042,                 1.1811,                0.09862,                0.29989,                0.08677,                0.02325,                 3.4168,                 5.0304,                 1.1266,              0.0010069,              0.0010069,              0.0010069
                    162,                 3.4557,                 2.3303,                 1.1632,                0.09862,                0.29989,                0.08677,                0.02325,                 3.4168,                 5.0304,                 1.1266,              0.0010027,              0.0010027,              0.0010027
                    163,                 3.7612,                 2.1197,                 1.1443,                0.09862,                0.29989,                0.08677,                0.02325,                 3.4168,                 5.0304,                 1.1266,             0.00099862,             0.00099862,             0.00099862
                    164,                 3.5123,                 2.1675,                  1.162,                0.10625,                0.28626,                0.08767,                0.02506,                 3.3823,                 3.6622,                 1.1443,             0.00099449,             0.00099449,             0.00099449
