                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 5.7048,                 7.2353,                 2.4066,                      0,                      0,                      0,                      0,                0.02522,                 93.873,                0.01407,              0.0012764,              0.0012764,              0.0012764
                     28,                 4.7133,                 4.8264,                 2.1563,                      0,                      0,                      0,                      0,                0.01467,                 94.095,                0.00858,               0.001322,               0.001322,               0.001322
                     29,                 3.6762,                 5.5144,                 1.5941,                      0,                      0,                      0,                      0,                0.01467,                 94.095,                0.00858,              0.0013674,              0.0013674,              0.0013674
                     30,                 5.1823,                    5.9,                 1.9427,                      0,                      0,                      0,                      0,                0.00648,                 90.624,                0.00411,              0.0014126,              0.0014126,              0.0014126
                     31,                 5.1427,                 5.6847,                 1.8132,                      0,                      0,                      0,                      0,                0.00397,                 89.482,                0.00269,              0.0014577,              0.0014577,              0.0014577
                     32,                 4.5913,                 4.3727,                 1.9865,                      0,                      0,                      0,                      0,                0.00178,                 86.629,                 0.0014,              0.0015026,              0.0015026,              0.0015026
                     33,                 4.5162,                 4.0378,                 1.8884,                      0,                      0,                      0,                      0,                0.00178,                 86.629,                 0.0014,              0.0015474,              0.0015474,              0.0015474
                     34,                 5.1109,                 4.5355,                 1.7856,                      0,                      0,                      0,                      0,                0.00045,                 41.424,                0.00059,              0.0015762,              0.0015762,              0.0015762
                     35,                 4.6065,                 3.8178,                 1.8539,                      0,                      0,                      0,                      0,                  1e-05,                  42.93,                  2e-05,              0.0015735,              0.0015735,              0.0015735
                     36,                 4.9217,                 3.7376,                 1.6638,                      0,                      0,                      0,                      0,                      0,                 112.62,                      0,              0.0015707,              0.0015707,              0.0015707
                     37,                 4.6377,                 3.2869,                 1.5403,                      0,                      0,                      0,                      0,                      0,                 112.62,                      0,               0.001568,               0.001568,               0.001568
                     38,                 4.1446,                 3.2935,                 1.6659,                      0,                      0,                      0,                      0,                      0,                 59.617,                      0,              0.0015652,              0.0015652,              0.0015652
                     39,                 4.7877,                 3.4339,                 1.4413,                      0,                      0,                      0,                      0,                  2e-05,                 40.894,                  4e-05,              0.0015625,              0.0015625,              0.0015625
                     40,                 4.8981,                  3.138,                 1.4554,                      0,                      0,                      0,                      0,                0.00032,                 64.692,                0.00045,              0.0015597,              0.0015597,              0.0015597
                     41,                 3.8957,                 2.9949,                  1.338,                      0,                      0,                      0,                      0,                0.00032,                 64.692,                0.00045,               0.001557,               0.001557,               0.001557
                     42,                 4.6127,                 3.2268,                 1.3663,                0.00025,                0.00084,                0.00017,                  8e-05,                 2.1658,                 20.991,                0.57982,              0.0015542,              0.0015542,              0.0015542
                     43,                 4.9291,                 3.1571,                 1.3935,                0.00185,                0.00835,                0.00163,                0.00027,                 4.7938,                 6.2395,                 1.4416,              0.0015515,              0.0015515,              0.0015515
                     44,                 4.3865,                 2.9494,                    1.3,                 0.0299,                0.05664,                 0.0107,                0.00212,                 3.9917,                 2.9814,                 1.2043,              0.0015487,              0.0015487,              0.0015487
                     45,                 4.1384,                 2.7277,                 1.3416,                 0.0299,                0.05664,                 0.0107,                0.00212,                 3.9917,                 2.9814,                 1.2043,               0.001546,               0.001546,               0.001546
                     46,                 3.9267,                 2.6305,                 1.2266,                 0.0406,                0.08984,                0.01814,                0.00395,                 3.7911,                 2.5953,                 1.1694,              0.0015432,              0.0015432,              0.0015432
                     47,                 3.6831,                 2.9506,                 1.2539,                0.06849,                0.08798,                0.02852,                0.00637,                 3.7445,                 2.3423,                 1.1895,              0.0015405,              0.0015405,              0.0015405
                     48,                 4.1054,                 2.5419,                  1.276,                0.08153,                 0.1189,                0.03598,                0.00827,                 3.8143,                 2.3199,                 1.2073,              0.0015377,              0.0015377,              0.0015377
                     49,                  4.247,                 2.4866,                 1.2181,                0.08153,                 0.1189,                0.03598,                0.00827,                 3.8143,                 2.3199,                 1.2073,               0.001535,               0.001535,               0.001535
                     50,                 4.1218,                 2.4993,                 1.4234,                0.09142,                0.13625,                0.04274,                0.00949,                 3.8103,                 2.3033,                 1.1973,              0.0015322,              0.0015322,              0.0015322
                     51,                  3.424,                 2.2769,                 1.1999,                0.10549,                0.19783,                0.06014,                0.01512,                 3.2798,                 2.1071,                 1.1317,              0.0015295,              0.0015295,              0.0015295
                     52,                 3.8269,                  2.249,                 1.1537,                0.12811,                0.22997,                0.07676,                0.02153,                 3.0511,                 1.9382,                 1.1114,              0.0015267,              0.0015267,              0.0015267
                     53,                 3.6412,                 2.1435,                 1.1768,                0.12811,                0.22997,                0.07676,                0.02153,                 3.0511,                 1.9382,                 1.1114,               0.001524,               0.001524,               0.001524
                     54,                 4.1226,                 2.2813,                 1.1964,                0.12813,                0.18519,                0.07098,                0.01878,                 3.1515,                 2.0138,                 1.1123,              0.0015212,              0.0015212,              0.0015212
                     55,                 3.6167,                 2.1132,                 1.1281,                 0.0938,                0.14582,                0.04936,                0.01222,                 3.4453,                 2.5532,                 1.1248,              0.0015185,              0.0015185,              0.0015185
                     56,                 3.6447,                 2.8881,                 1.3236,                0.09604,                0.19759,                0.06049,                0.01754,                 3.3621,                 3.2972,                 1.0936,              0.0015157,              0.0015157,              0.0015157
                     57,                 3.5898,                 2.1065,                 1.1898,                0.09604,                0.19759,                0.06049,                0.01754,                 3.3621,                 3.2972,                 1.0936,               0.001513,               0.001513,               0.001513
                     58,                 3.2873,                 2.1105,                 1.0541,                0.11156,                0.32629,                0.08116,                0.02352,                 3.2475,                 4.3983,                 1.0571,              0.0015102,              0.0015102,              0.0015102
                     59,                 3.4417,                 2.1172,                  1.176,                0.12307,                0.33261,                0.09157,                0.02587,                 3.1293,                 5.1196,                 1.0446,              0.0015075,              0.0015075,              0.0015075
                     60,                 3.7618,                 2.0322,                 1.1037,                0.14429,                0.40154,                0.12043,                0.03546,                 2.9422,                 4.2301,                 1.0227,              0.0015047,              0.0015047,              0.0015047
                     61,                 3.3566,                  2.059,                 1.1305,                0.14429,                0.40154,                0.12043,                0.03546,                 2.9422,                 4.2301,                 1.0227,               0.001502,               0.001502,               0.001502
                     62,                 3.3184,                 2.1639,                 1.1834,                0.16459,                0.39472,                0.13999,                0.04232,                 2.8175,                 2.9968,                 1.0009,              0.0014992,              0.0014992,              0.0014992
                     63,                 3.6495,                 2.0514,                 1.1118,                0.16613,                0.39886,                0.13937,                0.04102,                 2.8829,                 2.1354,                 1.0116,              0.0014965,              0.0014965,              0.0014965
                     64,                 3.1875,                   1.96,                 1.0665,                0.16153,                0.30485,                0.11945,                0.03348,                 2.9205,                  1.926,                 1.0269,              0.0014937,              0.0014937,              0.0014937
                     65,                 2.9864,                 2.0423,                 1.0326,                0.16153,                0.30485,                0.11945,                0.03348,                 2.9205,                  1.926,                 1.0269,               0.001491,               0.001491,               0.001491
                     66,                 3.5043,                 2.0853,                 1.0647,                0.14534,                0.29357,                0.11317,                0.03159,                 3.0066,                 1.9123,                 1.0398,              0.0014882,              0.0014882,              0.0014882
                     67,                 3.6026,                 1.9061,                 1.0651,                  0.153,                0.31486,                0.12589,                0.03611,                 2.9455,                 1.8671,                 1.0321,              0.0014855,              0.0014855,              0.0014855
                     68,                 3.6523,                  2.034,                 1.0701,                0.12327,                0.29777,                0.09947,                0.02776,                 2.9693,                 1.9314,                 1.0324,              0.0014827,              0.0014827,              0.0014827
                     69,                  3.447,                 2.0028,                 1.0664,                0.12327,                0.29777,                0.09947,                0.02776,                 2.9693,                 1.9314,                 1.0324,                0.00148,                0.00148,                0.00148
                     70,                  3.084,                  1.996,                 1.1418,                 0.1516,                0.23572,                0.09851,                0.02729,                 2.9322,                 2.1621,                  1.022,              0.0014772,              0.0014772,              0.0014772
                     71,                 3.0087,                 1.8542,                 1.0294,                 0.1839,                0.28086,                0.12887,                0.03331,                 2.9891,                 2.1758,                 1.0243,              0.0014745,              0.0014745,              0.0014745
                     72,                 3.9947,                 2.1407,                 1.0741,                0.15328,                0.45183,                0.14151,                0.03708,                 3.1212,                 2.0091,                 1.0403,              0.0014717,              0.0014717,              0.0014717
                     73,                 3.1004,                 1.8996,                 1.0128,                0.15328,                0.45183,                0.14151,                0.03708,                 3.1212,                 2.0091,                 1.0403,               0.001469,               0.001469,               0.001469
                     74,                 3.2499,                 2.1526,                 1.0814,                0.16637,                0.42806,                  0.133,                0.03257,                 3.2541,                 1.8915,                 1.0773,              0.0014662,              0.0014662,              0.0014662
                     75,                 3.4146,                 1.9099,                 1.1313,                0.17311,                0.44586,                0.15078,                0.04196,                 2.8801,                 1.8487,                 1.0244,              0.0014635,              0.0014635,              0.0014635
                     76,                 2.8141,                 1.7989,                0.97394,                0.18837,                0.56678,                0.19606,                0.05661,                 2.6671,                 1.8069,                0.97105,              0.0014607,              0.0014607,              0.0014607
                     77,                 3.3241,                 1.9369,                 1.0147,                0.18837,                0.56678,                0.19606,                0.05661,                 2.6671,                 1.8069,                0.97105,               0.001458,               0.001458,               0.001458
                     78,                 2.8531,                 1.8083,                   1.02,                0.13571,                0.67436,                0.19584,                0.06141,                 2.5371,                 2.0028,                0.95721,              0.0014552,              0.0014552,              0.0014552
                     79,                 2.9912,                 1.9219,                 1.0245,                0.14238,                 0.7134,                0.20918,                0.06714,                 2.5143,                 2.0947,                0.95762,              0.0014525,              0.0014525,              0.0014525
                     80,                 2.9356,                  1.855,                 1.0372,                0.22864,                0.55023,                0.22013,                0.07029,                 2.6676,                  1.832,                  0.978,              0.0014497,              0.0014497,              0.0014497
                     81,                 2.6989,                 1.8223,                0.99976,                0.22864,                0.55023,                0.22013,                0.07029,                 2.6676,                  1.832,                  0.978,               0.001447,               0.001447,               0.001447
                     82,                 2.9823,                 1.8594,                 1.0524,                0.25185,                0.29599,                0.16949,                0.05308,                 2.8672,                 1.9912,                 1.0063,              0.0014442,              0.0014442,              0.0014442
                     83,                 2.6261,                 1.7902,                 1.0647,                 0.2383,                0.35407,                0.18899,                0.05997,                 2.7941,                 1.9587,                0.98623,              0.0014415,              0.0014415,              0.0014415
                     84,                 2.7688,                 1.7217,                 0.9888,                0.24944,                0.45185,                0.22698,                0.07485,                 2.6059,                  1.713,                0.96302,              0.0014387,              0.0014387,              0.0014387
                     85,                  2.609,                 1.7394,                 1.0066,                0.24944,                0.45185,                0.22698,                0.07485,                 2.6059,                  1.713,                0.96302,               0.001436,               0.001436,               0.001436
                     86,                 2.9859,                 1.8589,                 1.0023,                0.24484,                0.45678,                0.22846,                0.07704,                 2.5476,                  1.716,                0.95764,              0.0014332,              0.0014332,              0.0014332
                     87,                 2.7553,                 1.7405,                0.99604,                0.20781,                 0.3837,                0.16984,                0.04801,                 2.5721,                 1.8594,                 0.9674,              0.0014305,              0.0014305,              0.0014305
                     88,                 3.0722,                 1.8801,                 1.0238,                0.19523,                 0.3672,                0.15732,                0.04438,                 2.5785,                 1.8824,                0.96686,              0.0014277,              0.0014277,              0.0014277
                     89,                  3.123,                  1.951,                0.99982,                0.19523,                 0.3672,                0.15732,                0.04438,                 2.5785,                 1.8824,                0.96686,               0.001425,               0.001425,               0.001425
                     90,                 2.9019,                 1.7672,                 1.0022,                0.27003,                0.50265,                0.25145,                0.08547,                 2.3329,                 1.7148,                0.93502,              0.0014222,              0.0014222,              0.0014222
                     91,                 2.7743,                 1.7501,                0.96916,                0.30407,                0.49177,                0.27463,                0.09349,                 2.3647,                 1.6773,                0.93268,              0.0014195,              0.0014195,              0.0014195
                     92,                 2.9121,                 2.2885,                 1.0786,                0.30972,                0.45919,                0.26279,                 0.0848,                 2.3867,                 1.6745,                0.93409,              0.0014167,              0.0014167,              0.0014167
                     93,                 3.0418,                 1.7565,                 1.0104,                0.30972,                0.45919,                0.26279,                 0.0848,                 2.3867,                 1.6745,                0.93409,              0.0014139,              0.0014139,              0.0014139
                     94,                 3.2957,                 1.8826,                 1.0034,                0.27586,                0.44709,                0.24154,                0.06757,                 2.5908,                 1.6894,                0.96459,              0.0014112,              0.0014112,              0.0014112
                     95,                 2.7797,                 1.6266,                0.98774,                0.34594,                0.53901,                0.31739,                0.09831,                 2.5987,                 1.5633,                0.96633,              0.0014084,              0.0014084,              0.0014084
                     96,                 2.9024,                 1.7525,                0.97671,                0.32088,                0.54905,                0.31492,                0.09326,                 2.7223,                 1.6131,                0.97488,              0.0014057,              0.0014057,              0.0014057
                     97,                 2.7039,                 1.6192,                0.94806,                0.32088,                0.54905,                0.31492,                0.09326,                 2.7223,                 1.6131,                0.97488,              0.0014029,              0.0014029,              0.0014029
                     98,                 2.4277,                 1.5897,                0.94448,                0.32113,                0.55908,                0.32047,                0.10932,                 2.6005,                 1.6688,                  0.968,              0.0014002,              0.0014002,              0.0014002
                     99,                 2.8213,                 1.7862,                0.95251,                0.31035,                0.31808,                0.22468,                0.07637,                  2.624,                 1.8801,                0.98171,              0.0013974,              0.0013974,              0.0013974
                    100,                 2.7057,                 1.7108,                0.99049,                0.29843,                0.47869,                0.26862,                 0.0875,                  2.521,                 1.6279,                0.95338,              0.0013947,              0.0013947,              0.0013947
                    101,                 2.5976,                 1.6172,                0.93653,                0.29843,                0.47869,                0.26862,                 0.0875,                  2.521,                 1.6279,                0.95338,              0.0013919,              0.0013919,              0.0013919
                    102,                 2.6505,                 1.6406,                0.97367,                0.36845,                0.56828,                0.35959,                0.13682,                 2.2598,                 1.4896,                0.91887,              0.0013892,              0.0013892,              0.0013892
                    103,                 2.7994,                 1.6356,                0.94996,                 0.3605,                0.56369,                0.35673,                 0.1412,                 2.2283,                 1.4978,                0.90905,              0.0013864,              0.0013864,              0.0013864
                    104,                 3.0204,                 1.7755,                0.96371,                0.35607,                0.55054,                0.35359,                0.13151,                 2.3167,                  1.504,                0.91651,              0.0013837,              0.0013837,              0.0013837
                    105,                 2.9689,                 1.7218,                0.97037,                0.35607,                0.55054,                0.35359,                0.13151,                 2.3167,                  1.504,                0.91651,              0.0013809,              0.0013809,              0.0013809
                    106,                 2.9249,                 1.7482,                 1.0229,                0.29302,                0.42378,                0.25944,                0.08632,                 2.4574,                 1.6034,                 0.9287,              0.0013782,              0.0013782,              0.0013782
                    107,                 2.5523,                 1.6144,                0.96082,                0.22903,                0.14714,                0.10428,                0.03945,                 2.3962,                 2.0578,                0.94271,              0.0013754,              0.0013754,              0.0013754
                    108,                 2.9026,                 1.6819,                0.94903,                0.24323,                0.19061,                0.13578,                0.04884,                 2.5756,                 1.9817,                0.96506,              0.0013727,              0.0013727,              0.0013727
                    109,                 3.1858,                 1.6966,                0.97073,                0.24323,                0.19061,                0.13578,                0.04884,                 2.5756,                 1.9817,                0.96506,              0.0013699,              0.0013699,              0.0013699
                    110,                 2.3122,                 1.5226,                0.94201,                0.35913,                0.63079,                0.36738,                0.13156,                 2.4147,                 1.4712,                0.93038,              0.0013672,              0.0013672,              0.0013672
                    111,                  2.393,                 1.4459,                0.91443,                0.39193,                0.73134,                0.42073,                0.16647,                 2.2605,                 1.4218,                0.91131,              0.0013644,              0.0013644,              0.0013644
                    112,                 3.2197,                 1.7778,                 1.0235,                 0.3943,                0.71874,                0.41678,                0.17302,                 2.0979,                 1.3995,                0.89365,              0.0013617,              0.0013617,              0.0013617
                    113,                  3.381,                 1.9592,                 1.0109,                 0.3943,                0.71874,                0.41678,                0.17302,                 2.0979,                 1.3995,                0.89365,              0.0013589,              0.0013589,              0.0013589
                    114,                 3.0916,                 1.7913,                0.93565,                0.36008,                0.64163,                0.36104,                0.12026,                 2.1944,                  1.466,                0.89773,              0.0013562,              0.0013562,              0.0013562
                    115,                 2.8694,                 1.6942,                0.97588,                0.35636,                0.63001,                0.36176,                0.12235,                  2.122,                 1.4908,                0.88766,              0.0013534,              0.0013534,              0.0013534
                    116,                 2.9845,                 1.6268,                0.95739,                0.35294,                0.62033,                0.35518,                0.12524,                 2.0711,                 1.5083,                0.88018,              0.0013507,              0.0013507,              0.0013507
                    117,                 2.2932,                 1.5902,                0.98745,                0.35294,                0.62033,                0.35518,                0.12524,                 2.0711,                 1.5083,                0.88018,              0.0013479,              0.0013479,              0.0013479
                    118,                  2.295,                 1.5837,                0.98004,                0.35783,                0.63941,                0.36505,                0.13818,                 2.0387,                 1.5156,                0.87983,              0.0013452,              0.0013452,              0.0013452
                    119,                 3.0162,                 1.6534,                0.97379,                0.38193,                0.69428,                0.39703,                0.15439,                 2.0692,                 1.4344,                0.88302,              0.0013424,              0.0013424,              0.0013424
                    120,                 3.0311,                 5.0725,                 1.1482,                0.37313,                0.63143,                0.38273,                 0.1554,                 2.0789,                  1.458,                0.88395,              0.0013397,              0.0013397,              0.0013397
                    121,                  2.398,                 1.5214,                0.95179,                0.37313,                0.63143,                0.38273,                 0.1554,                 2.0789,                  1.458,                0.88395,              0.0013369,              0.0013369,              0.0013369
                    122,                 2.4449,                 1.4494,                0.94385,                0.35841,                0.57066,                0.35745,                0.14592,                 2.1091,                 1.4165,                0.88048,              0.0013342,              0.0013342,              0.0013342
                    123,                 2.2444,                 1.4412,                0.89039,                0.37025,                0.59592,                0.37825,                0.15174,                 2.1431,                 1.4148,                0.88444,              0.0013314,              0.0013314,              0.0013314
                    124,                 2.3133,                 1.4744,                0.94078,                 0.3651,                0.57837,                0.37903,                0.15277,                 2.1296,                 1.4462,                0.88494,              0.0013287,              0.0013287,              0.0013287
                    125,                 2.5525,                 1.9359,                  1.045,                 0.3651,                0.57837,                0.37903,                0.15277,                 2.1296,                 1.4462,                0.88494,              0.0013259,              0.0013259,              0.0013259
                    126,                 2.0952,                 1.4086,                0.92341,                0.37141,                0.57069,                  0.375,                0.15178,                 2.0504,                 1.4473,                0.87988,              0.0013232,              0.0013232,              0.0013232
                    127,                 2.6528,                 1.5255,                 1.0533,                0.37548,                  0.584,                0.38294,                0.15395,                 1.9917,                 1.4161,                0.87141,              0.0013204,              0.0013204,              0.0013204
                    128,                 2.5009,                 1.4714,                0.93513,                0.36614,                0.54392,                0.35175,                0.13236,                 2.0477,                 1.4344,                0.87494,              0.0013177,              0.0013177,              0.0013177
                    129,                 2.3931,                 1.5187,                0.93852,                0.36614,                0.54392,                0.35175,                0.13236,                 2.0477,                 1.4344,                0.87494,              0.0013149,              0.0013149,              0.0013149
                    130,                 3.2415,                 1.7645,                0.98186,                0.39722,                0.63935,                0.40752,                0.17049,                 1.9546,                 1.3963,                0.86651,              0.0013122,              0.0013122,              0.0013122
                    131,                 2.2501,                 1.3891,                0.92694,                0.42455,                0.72762,                0.44609,                0.19706,                 1.9625,                 1.3931,                0.86718,              0.0013094,              0.0013094,              0.0013094
                    132,                  2.391,                 1.4409,                 0.9815,                0.42203,                0.75855,                0.44941,                0.19807,                 1.9133,                 1.3724,                0.86385,              0.0013067,              0.0013067,              0.0013067
                    133,                 2.6087,                 1.4915,                0.94342,                0.42203,                0.75855,                0.44941,                0.19807,                 1.9133,                 1.3724,                0.86385,              0.0013039,              0.0013039,              0.0013039
